DATE;TIME;FPHASE;LDGL;LDGR;LDGNOS;ALTSTDC;ALTQNH;BAROCOR1;HEIGHT;RALT;TAT;LATP;LONP;GS;CAS;VAPP;VLS;MACH;IVV;VRTG;LATG;LONG;HEAD;WINDIR;WINSPD;DRIFT;GW;FLAP;ROLL;PITCH;PITCHRATE;AOAL;LOCDEV;N21;N22;EGT1;EGT2;THREV1;THREV2;FBURN;FBURN1;FBURN2;FF1;FF2;FQTY;AP_EGD;GPWS;GPWSM;TCAS
XX/06/18;05:23:06;FINAL APPROACH;AIR;AIR;AIR;2331;2331.00;1013.0;455;414;15.75;-22.987.159;-47.159.138;113;131;125;111.87;0.206;-546;6.00;-0.01;-0.01;146;0.00;0;0.9;40043;30;-3.52;1.9;-0.6;4.75;0.05;87.6;88.3;505;521;IDLE;CLIMB;8885.18;4430.31;4454.87;1476.9;1520.4;5152.8;-;-;-;-
XX/06/18;05:23:07;FINAL APPROACH;AIR;AIR;AIR;2321;2321.00;1013.0;445;411;15.75;-22.987.592;-47.158.493;113;130;125;111.87;0.204;-534;5.89;-0.00;0.01;146;-72.77;0;0.4;40043;30;-2.81;1.6;-0.3;2.46;0.06;89.0;88.4;505;522;IDLE;CLIMB;8886.01;4430.72;4455.29;1458.7;1531.3;5152.8;-;-;-;-
XX/06/18;05:23:08;FINAL APPROACH;AIR;AIR;AIR;2311;2311.00;1013.0;435;409;15.75;-22.988.021;-47.157.917;113;130;125;111.87;0.204;-556;6.00;0.00;-0.01;146;-180.0;0;-0.1;40043;30;-1.76;1.1;-0.5;3.52;0.08;89.5;88.4;504;522;IDLE;CLIMB;8886.84;4431.12;4455.72;1458.7;1531.3;5152.8;-;-;-;-
XX/06/18;05:23:09;FINAL APPROACH;AIR;AIR;AIR;2300;2300.00;1013.0;424;407;15.75;-22.988.327;-47.157.459;113;129;125;111.87;0.202;-580;6.00;-0.01;0.01;146;-72.77;0;-0.3;40043;30;-0.35;1.6;0.4;6.33;0.04;87.8;89.3;504;532;IDLE;CLIMB;8887.70;4431.53;4456.18;1458.7;1643.8;5152.8;-;-;-;-
XX/06/18;05:23:10;FINAL APPROACH;AIR;AIR;AIR;2289;2289.00;1013.0;413;397;15.75;-22.988.632;-47.156.849;113;131;125;111.87;0.204;-607;6.00;-0.02;0.02;146;0.00;0;-0.2;40043;30;0.70;2.1;0.3;4.04;0.06;89.1;89.3;505;528;IDLE;CLIMB;8888.57;4431.93;4456.64;1466.0;1672.8;5152.8;-;-;-;-
XX/06/18;05:23:11;FINAL APPROACH;AIR;AIR;AIR;2277;2277.00;1013.0;401;393;16.00;-22.988.937;-47.156.391;114;132;124;111.74;0.206;-634;6.00;0.00;-0.01;146;-72.77;0;0.2;39952;30;0.70;1.4;-0.5;3.52;0.09;89.3;89.0;505;523;IDLE;CLIMB;8889.44;4432.34;4457.09;1466.0;1636.5;5152.8;-;-;-;-
XX/06/18;05:23:12;FINAL APPROACH;AIR;AIR;AIR;2267;2267.00;1013.0;391;391;16.00;-22.989.242;-47.155.933;114;130;124;111.74;0.202;-643;6.00;-0.02;-0.01;146;-180.0;0;0.4;39952;30;1.76;1.1;-0.3;4.22;0.07;88.6;89.0;505;522;IDLE;CLIMB;8890.29;4432.75;4457.54;1466.0;1603.9;5152.8;-;-;-;-
XX/06/18;05:23:13;FINAL APPROACH;AIR;AIR;AIR;2256;2256.00;1013.0;380;393;16.00;-22.989.524;-47.155.411;114;131;124;111.74;0.204;-639;6.00;-0.04;-0.01;146;-72.77;0;0.6;39952;30;-1.05;1.1;-0.1;3.52;0.06;87.3;89.0;505;521;IDLE;CLIMB;8891.14;4433.16;4457.98;1466.0;1596.6;5152.8;-;-;-;-
XX/06/18;05:23:14;FINAL APPROACH;AIR;AIR;AIR;2244;2244.00;1013.0;368;390;16.00;-22.989.879;-47.154.984;114;131;124;111.74;0.206;-655;4.20;-0.01;-0.01;146;0.00;0;0.0;39952;30;-1.41;1.1;-0.0;3.34;0.11;87.9;89.0;505;521;IDLE;CLIMB;8891.99;4433.56;4458.42;1466.0;1589.3;5152.8;-;-;-;-
XX/06/18;05:23:15;FINAL APPROACH;AIR;AIR;AIR;2231;2231.00;1013.0;355;394;16.00;-22.990.211;-47.154.560;114;133;124;111.74;0.208;-687;6.00;-0.02;-0.01;146;-72.77;0;-0.6;39952;30;-1.05;1.1;-0.0;5.10;0.11;89.6;88.8;504;520;CLIMB;CLIMB;8892.83;4433.97;4458.86;1466.0;1574.8;5007.7;-;-;-;-
XX/06/18;05:23:16;FINAL APPROACH;AIR;AIR;AIR;2220;2220.00;1013.0;344;401;16.00;-22.990.568;-47.154.037;114;131;124;111.74;0.204;-698;6.00;-0.01;-0.00;147;-180.0;0;-1.1;39952;30;-0.70;1.4;0.4;3.87;0.10;87.6;88.6;505;518;CLIMB;CLIMB;8893.67;4434.38;4459.29;1469.6;1553.1;5007.7;-;-;-;-
XX/06/18;05:23:17;FINAL APPROACH;AIR;AIR;AIR;2207;2207.00;1013.0;331;392;16.00;-22.990.898;-47.153.610;115;130;124;111.74;0.202;-705;6.00;0.02;-0.01;147;-72.77;0;-1.4;39952;30;0.35;1.6;0.1;5.10;0.09;89.5;88.4;504;516;IDLE;CLIMB;8894.50;4434.79;4459.72;1466.0;1527.7;5007.7;-;-;-;-
XX/06/18;05:23:18;FINAL APPROACH;AIR;AIR;AIR;2196;2196.00;1013.0;320;363;16.00;-22.991.254;-47.153.187;115;130;124;111.74;0.204;-710;6.00;0.01;0.02;147;0.00;0;-1.1;39952;30;0.70;1.6;0.0;5.27;0.07;87.6;89.6;504;531;CLIMB;CLIMB;8895.39;4435.19;4460.20;1473.2;1720.0;5007.7;-;-;-;-
XX/06/18;05:23:19;FINAL APPROACH;AIR;AIR;AIR;2186;2186.00;1013.0;310;343;16.00;-22.991.586;-47.152.664;115;129;124;111.74;0.202;-684;6.00;0.00;0.02;147;-72.77;0;-0.5;39952;30;0.35;1.6;-0.1;5.27;0.06;90.4;89.6;516;531;CLIMB;CLIMB;8896.31;4435.63;4460.68;1567.6;1730.9;5007.7;-;-;-;-
XX/06/18;05:23:20;FINAL APPROACH;AIR;AIR;AIR;2174;2174.00;1013.0;298;324;16.00;-22.991.941;-47.152.237;116;130;124;111.74;0.204;-676;6.00;-0.02;0.02;147;-180.0;0;-0.1;39952;30;0.70;1.6;-0.0;4.04;0.11;90.8;89.4;514;526;CLIMB;CLIMB;8897.21;4436.07;4461.14;1589.3;1661.9;5007.7;-;-;-;-
XX/06/18;05:23:21;FINAL APPROACH;AIR;AIR;AIR;2162;2162.00;1013.0;286;309;16.00;-22.992.273;-47.151.814;116;131;124;111.74;0.204;-690;6.00;-0.01;0.00;147;-72.77;0;0.4;39952;30;0.00;1.2;-0.4;2.29;0.08;89.8;89.0;514;522;CLIMB;CLIMB;8898.10;4436.51;4461.59;1593.0;1614.7;5007.7;-;-;-;-
XX/06/18;05:23:22;FINAL APPROACH;AIR;AIR;AIR;2153;2153.00;1013.0;277;297;16.00;-22.992.630;-47.151.291;116;133;124;111.74;0.208;-670;6.00;-0.02;-0.01;147;0.00;0;0.4;39952;30;-1.76;0.9;-0.4;4.04;0.06;89.8;89.0;514;520;CLIMB;CLIMB;8898.99;4436.96;4462.03;1593.0;1593.0;5007.7;-;-;-;-
XX/06/18;05:23:23;FINAL APPROACH;AIR;AIR;AIR;2143;2143.00;1013.0;267;295;16.00;-22.992.960;-47.150.864;116;132;124;111.74;0.208;-637;6.00;0.01;0.00;147;-72.77;0;-0.1;39952;30;-1.41;1.1;0.0;4.04;0.06;88.6;88.9;514;520;CLIMB;CLIMB;8899.86;4437.40;4462.47;1589.3;1571.2;5007.7;-;-;-;-
XX/06/18;05:23:24;FINAL APPROACH;AIR;AIR;AIR;2132;2132.00;1013.0;256;279;16.00;-22.993.316;-47.150.440;117;129;124;111.74;0.202;-635;5.61;-0.01;0.00;147;-180.0;0;-0.1;39952;30;0.00;1.2;0.2;3.16;0.03;88.5;88.5;512;516;CLIMB;CLIMB;8900.73;4437.84;4462.89;1578.5;1524.0;5007.7;-;-;-;-
XX/06/18;05:23:25;FINAL APPROACH;AIR;AIR;AIR;2120;2120.00;1013.0;244;253;16.25;-22.993.646;-47.149.918;117;130;124;111.74;0.202;-653;6.00;-0.00;-0.01;147;-72.77;0;0.2;39952;30;-0.70;1.2;-0.0;5.27;0.02;90.6;88.4;512;518;CLIMB;CLIMB;8901.58;4438.27;4463.31;1571.2;1516.8;5007.7;-;-;-;-
XX/06/18;05:23:26;FINAL APPROACH;AIR;AIR;AIR;2110;2110.00;1013.0;234;235;16.25;-22.994.005;-47.149.490;117;131;124;111.74;0.204;-655;6.00;-0.02;0.01;146;0.00;0;0.4;39952;30;-4.22;1.4;0.1;4.39;0.05;90.0;88.4;513;520;CLIMB;CLIMB;8902.44;4438.71;4463.73;1571.2;1509.5;5007.7;-;-;-;-
XX/06/18;05:23:27;FINAL APPROACH;AIR;AIR;AIR;2098;2098.00;1013.0;222;220;16.25;-22.994.333;-47.149.063;117;134;124;111.74;0.210;-657;6.00;-0.03;-0.00;147;-72.77;0;-0.7;39952;30;-4.57;1.1;-0.3;3.34;0.03;88.3;88.4;513;521;CLIMB;CLIMB;8903.30;4439.15;4464.15;1571.2;1509.5;5007.7;-;-;-;-
XX/06/18;05:23:28;FINAL APPROACH;AIR;AIR;AIR;2087;2087.00;1013.0;211;208;16.25;-22.994.691;-47.148.540;118;132;124;111.74;0.206;-668;6.00;0.03;-0.00;147;-180.0;0;-1.8;39952;30;-1.41;1.1;-0.1;3.52;0.01;89.8;88.3;512;520;CLIMB;CLIMB;8904.14;4439.58;4464.56;1545.8;1487.7;5007.7;-;-;-;-
XX/06/18;05:23:29;FINAL APPROACH;AIR;AIR;AIR;2075;2075.00;1013.0;199;211;16.25;-22.995.021;-47.148.117;118;134;124;111.74;0.208;-675;6.00;0.03;-0.00;147;-72.77;0;-1.6;39952;30;1.41;0.7;-0.3;2.99;0.02;87.6;88.1;506;519;CLIMB;CLIMB;8904.96;4439.99;4464.97;1491.4;1476.9;5007.7;-;-;-;-
XX/06/18;05:23:30;FINAL APPROACH;AIR;AIR;AIR;2062;2062.00;1013.0;186;215;16.50;-22.995.378;-47.147.690;118;133;124;111.74;0.208;-700;6.00;-0.01;-0.02;146;0.00;0;0.1;39952;30;0.00;0.4;-0.4;3.52;-0.01;89.5;88.0;506;519;CLIMB;CLIMB;8905.78;4440.40;4465.38;1480.5;1473.2;5007.7;-;-;-;-
XX/06/18;05:23:31;FINAL APPROACH;AIR;AIR;AIR;2049;2049.00;1013.0;173;213;16.50;-22.995.708;-47.147.163;118;133;124;111.74;0.206;-726;6.00;-0.04;-0.02;146;-72.77;0;0.8;39952;30;-1.05;0.4;-0.1;4.57;0.05;88.8;88.0;506;519;CLIMB;CLIMB;8906.60;4440.81;4465.79;1473.2;1469.6;5007.7;-;-;-;-
XX/06/18;05:23:32;FINAL APPROACH;AIR;AIR;AIR;2037;2037.00;1013.0;161;213;16.50;-22.996.065;-47.146.740;118;133;124;111.74;0.206;-734;6.00;0.00;0.01;146;-180.0;0;0.5;39952;30;1.05;1.2;0.8;5.45;0.05;89.5;89.0;507;530;CLIMB;CLIMB;8907.45;4441.22;4466.23;1469.6;1596.6;5007.7;-;-;-;-
XX/06/18;05:23:33;FINAL APPROACH;AIR;AIR;AIR;2026;2026.00;1013.0;150;208;16.75;-22.996.395;-47.146.164;119;133;124;111.74;0.208;-720;6.00;-0.02;0.01;146;-72.77;0;0.6;39952;30;-0.70;2.1;0.8;2.81;0.03;87.6;89.0;506;525;CLIMB;CLIMB;8908.30;4441.63;4466.68;1466.0;1600.2;5007.7;-;-;-;-
XX/06/18;05:23:34;FINAL APPROACH;AIR;AIR;AIR;2018;2018.00;1013.0;142;209;16.75;-22.996.753;-47.145.638;119;131;124;111.74;0.204;-670;6.00;-0.01;-0.02;146;0.00;0;0.3;39952;30;-1.76;1.8;-0.2;3.34;0.06;87.5;88.5;506;518;IDLE;CLIMB;8909.14;4442.03;4467.11;1469.6;1538.5;5007.7;-;-;-;-
XX/06/18;05:23:35;FINAL APPROACH;AIR;AIR;AIR;2007;2007.00;1013.0;131;218;16.75;-22.997.083;-47.145.214;118;134;124;111.74;0.210;-637;6.00;-0.00;-0.02;146;-72.77;0;-0.2;39952;30;-0.70;1.2;-0.7;2.64;0.03;87.6;88.1;506;516;IDLE;CLIMB;8909.96;4442.44;4467.52;1462.3;1498.6;5007.7;-;-;-;-
XX/06/18;05:23:36;FINAL APPROACH;AIR;AIR;AIR;1998;1998.00;1013.0;122;206;16.75;-22.997.440;-47.144.638;118;136;124;111.74;0.214;-625;6.00;0.00;-0.03;147;-180.0;0;-0.3;39952;30;0.35;0.9;-0.2;2.99;0.06;88.6;88.0;503;517;IDLE;CLIMB;8910.78;4442.84;4467.93;1447.8;1480.5;5007.7;-;-;-;-
XX/06/18;05:23:37;FINAL APPROACH;AIR;AIR;AIR;1988;1988.00;1013.0;112;158;16.75;-22.997.770;-47.144.180;118;135;124;111.74;0.212;-607;6.00;-0.03;-0.03;146;-72.77;0;0.0;39952;30;-0.70;1.2;0.2;3.52;0.04;89.1;88.0;503;518;IDLE;CLIMB;8911.58;4443.24;4468.34;1444.2;1466.0;5007.7;-;-;-;-
XX/06/18;05:23:38;FINAL APPROACH;AIR;AIR;AIR;1979;1979.00;1013.0;103;135;16.75;-22.998.127;-47.143.723;118;135;124;111.74;0.210;-595;6.00;0.02;-0.02;147;0.00;0;-0.4;39952;30;-0.35;1.2;-0.1;4.22;0.06;86.9;88.0;502;518;IDLE;CLIMB;8912.38;4443.64;4468.75;1418.8;1458.7;5007.7;-;-;-;-
XX/06/18;05:23:39;FINAL APPROACH;AIR;AIR;AIR;1968;1968.00;1013.0;92;82;16.75;-22.998.455;-47.143.112;118;131;124;111.74;0.204;-596;6.00;0.01;-0.01;147;-72.77;0;-0.1;39952;30;0.00;1.6;0.3;4.39;0.01;88.0;87.8;495;516;IDLE;CLIMB;8913.16;4444.01;4469.14;1357.1;1436.9;5007.7;-;-;-;-
XX/06/18;05:23:40;FINAL APPROACH;AIR;AIR;AIR;1959;1959.00;1013.0;83;75;16.75;-22.998.813;-47.142.654;117;131;124;111.74;0.204;-598;6.00;0.00;-0.02;146;-180.0;0;0.4;39952;30;-0.35;1.6;-0.1;3.34;0.05;86.6;87.6;495;516;IDLE;IDLE;8913.92;4444.38;4469.54;1317.2;1418.8;5007.7;-;-;-;-
XX/06/18;05:23:41;FINAL APPROACH;AIR;AIR;AIR;1949;1949.00;1013.0;73;65;16.75;-22.999.141;-47.142.197;117;130;124;111.74;0.202;-588;6.00;-0.02;-0.03;146;-72.77;0;0.7;39952;30;-0.35;1.2;-0.3;4.75;0.01;86.3;87.3;495;513;IDLE;IDLE;8914.66;4444.74;4469.92;1302.7;1378.9;5007.7;-;-;-;-
XX/06/18;05:23:42;FINAL APPROACH;AIR;AIR;AIR;1938;1938.00;1013.0;62;38;16.75;-22.999.498;-47.141.670;117;130;124;111.74;0.202;-602;6.00;-0.02;-0.02;146;0.00;0;0.6;39952;30;-2.11;1.8;0.4;5.27;-0.01;88.1;87.3;494;514;IDLE;IDLE;8915.40;4445.10;4470.30;1291.8;1364.4;5007.7;-;-;-;-
XX/06/18;05:23:43;FINAL APPROACH;AIR;AIR;AIR;1927;1927.00;1013.0;51;24;16.75;-22.999.828;-47.141.251;117;130;124;111.74;0.202;-621;6.00;-0.00;-0.01;146;-72.77;0;0.0;39952;30;-1.41;2.3;0.4;4.57;-0.03;88.3;87.3;495;515;IDLE;IDLE;8916.14;4445.46;4470.68;1291.8;1364.4;5007.7;-;-;-;-
XX/06/18;05:23:44;LANDING;AIR;AIR;AIR;1917;1917.00;1013.0;14;14;16.75;-23.000.185;-47.140.823;116;128;124;111.74;0.198;-624;6.00;-0.01;-0.01;147;-180.0;0;-0.1;39952;30;0.70;1.9;-0.1;4.75;0.00;86.8;87.3;494;514;IDLE;IDLE;8916.87;4445.82;4471.06;1288.2;1357.1;5007.7;-;-;-;-
XX/06/18;05:23:45;LANDING;AIR;AIR;AIR;1905;1905.00;1013.0;5;5;16.75;-23.000.515;-47.140.301;116;128;124;111.74;0.198;-636;6.00;-0.02;-0.01;146;-72.77;0;0.4;39952;30;-2.11;2.6;0.7;5.10;-0.03;86.0;87.3;493;515;IDLE;IDLE;8917.61;4446.17;4471.44;1284.5;1364.4;5007.7;-;-;-;-
XX/06/18;05:23:46;LANDING;AIR;AIR;AIR;1894;1894.00;1013.0;5;5;16.75;-23.000.871;-47.139.877;116;128;124;111.74;0.198;-654;6.00;-0.01;0.00;146;0.00;0;0.0;39952;30;-2.46;3.5;0.8;5.63;-0.02;87.8;87.3;492;514;IDLE;IDLE;8918.34;4446.53;4471.81;1277.3;1349.8;5007.7;-;-;-;-
XX/06/18;05:23:47;LANDING;AIR;AIR;AIR;1884;1884.00;1013.0;5;5;16.75;-23.001.199;-47.139.450;115;124;124;111.74;0.194;-646;6.00;0.01;0.01;146;-72.77;0;-0.6;39952;30;-0.70;4.6;1.3;6.68;-0.01;85.3;85.0;484;497;IDLE;IDLE;8918.98;4446.85;4472.13;1164.8;1153.9;5007.7;-;-;-;-
XX/06/18;05:23:48;LANDING;AIR;AIR;AIR;1880;1880.00;1013.0;5;5;16.75;-23.001.558;-47.138.931;115;124;124;111.74;0.194;-571;6.00;-0.01;-0.01;147;-180.0;0;-0.5;39952;30;1.05;4.7;0.2;6.15;-0.01;82.5;82.3;470;487;IDLE;IDLE;8919.53;4447.13;4472.40;1005.1;965.25;5007.7;-;-;-;-
XX/06/18;05:23:49;LANDING;AIR;AIR;AIR;1876;1876.00;1013.0;5;5;16.75;-23.001.886;-47.138.504;114;124;124;111.74;0.192;-462;4.99;-0.02;-0.02;146;-72.77;0;0.0;39952;30;-0.70;4.7;0.0;3.87;0.00;81.4;80.0;467;483;IDLE;IDLE;8920.01;4447.38;4472.63;881.78;845.50;5007.7;-;-;-;-
XX/06/18;05:23:50;LANDING;GROUND;GROUND;GROUND;1878;1878.00;1013.0;0;0;16.75;-23.002.241;-47.138.081;112;122;124;111.74;0.190;-329;2.10;-0.00;-0.05;146;0.00;0;-0.2;39952;30;0.00;3.3;-1.3;3.34;-0.01;80.6;77.8;466;481;IDLE;IDLE;8920.44;4447.60;4472.85;787.44;769.29;5007.7;-;-;-;-
